pipeline,repeat,outer_fold,stage1_bal_acc,stage2_bal_acc,balanced_accuracy,auroc_macro,best_inner_score,stage2_best_inner_std,best_params,stage1_n_features,n_features_selected,stage1_features,selected_features,n_test,n_train_s2,n_routed_to_s2,test_indices,y_true,y_pred,proba_combined,fold_seconds
en_rf,17,1,1.0,0.630952,0.753968,0.911783,0.8,0.067495,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.599484, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr5_763494_878290","chr11_89400624_134432265,chr12_36739877_67332062,chr16_68838368_69397102,chr16_68710277_68751390,chr15_22163893_32511475,chr16_28087_14817706,chr1_149369522_149394958,chr15_739595_18454050,chr6_32766023_91964331,chr15_18657388_18683110,chr5_96637773_180644810,chr19_56816785_56859204,chr22_37683612_37705310,chr20_29306447_40052114,chr1_17030134_22668805,chr3_586636_75535753,chr22_15433500_22665928,chr6_32732764_32738443,chr16_14956177_14988855,chr16_15039224_33875313,chr12_67337260_132389367,chr20_8747_12478772,chr3_193476462_196656506,chr10_115544_38563575,chr6_1535319_30010234,chr1_1676445_1703748,chr15_20307869_21982746,chr6_92035339_170943103,chr16_69417987_69744010,chr9_153131_40520747,chr22_24263116_37678070,chr5_69274433_96603723,chr15_32523241_32594902,chr13_18194527_18354969,chr7_143526118_158617983,chr7_141989305_143302267,chr23_3229_45135,chr7_143321677_143391065,chr6_655129_1435871,chr6_1436117_1512043,chr6_204528_634345,chr6_5839_154410,chr6_32634044_32728487,chr6_30021894_32519935,chr6_32605300_32629848,chr6_32586131_32600962,chr7_140213_38060725,chr5_49619946_68850823,chr5_21979223_32203336,chr11_7803570_50337734",20,55,13,"0,2,4,10,12,15,20,24,26,28,35,38,42,50,65,80,84,87,96,97","HER2+,HR+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+","HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg","[[0.998, 0.000712, 0.001288], [0.0, 0.262, 0.738], [0.0, 0.636, 0.364], [0.0, 0.91, 0.09], [0.934, 0.015972, 0.050028], [0.02, 0.35476, 0.62524], [0.056, 0.411584, 0.532416], [0.0, 0.98, 0.02], [1.0, 0.0, 0.0], [0.952, 0.031008, 0.016992], [0.0, 0.45, 0.55], [0.0, 0.19, 0.81], [0.014, 0.360876, 0.625124], [0.916, 0.03528, 0.04872], [0.934, 0.014916, 0.051084], [0.156, 0.128288, 0.715712], [0.868, 0.0528, 0.0792], [0.0, 0.446, 0.554], [0.0, 0.648, 0.352], [0.0, 0.432, 0.568]]",2846.5
en_rf,17,2,1.0,0.761905,0.84127,0.962149,0.78,0.130554,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_35444422_40926154","chr16_68838368_69397102,chr5_69274433_96603723,chr12_36739877_67332062,chr15_22163893_32511475,chr1_149369522_149394958,chr15_32523241_32594902,chr6_1535319_30010234,chr6_32732764_32738443,chr22_37717564_49509094,chr12_67337260_132389367,chr19_3363749_20383210,chr6_32766023_91964331,chr14_105602756_105630089,chr16_45058242_54336421,chr22_24263116_37678070,chr20_29306447_40052114,chr16_15039224_33875313,chr8_35694285_39333915,chr6_30021894_32519935,chr5_49619946_68850823,chr4_93240865_190844427,chr4_190887518_191165971,chr1_17030134_22668805,chr10_42150759_46371243,chr16_68710277_68751390,chr2_8972669_89953713,chr15_20307869_21982746,chr12_36160215_36244407,chr2_91057159_91321476,chr1_72489681_72620747,chr16_28087_14817706,chr3_196908262_196937230,chr3_164112881_193467200,chr11_89400624_134432265,chr5_96637773_180644810,chr11_55200744_55207305,chr22_15433500_22665928,chr10_115544_38563575,chr22_37683612_37705310,chr17_403833_446414,chr21_13334960_13435755,chr1_199087690_199111062,chr5_32209048_45938397,chr6_32634044_32728487,chr6_32605300_32629848,chr6_32586131_32600962,chr6_5839_154410,chr6_204528_634345,chr6_655129_1435871,chr6_1436117_1512043",20,55,13,"5,8,9,11,19,31,33,39,40,45,57,61,63,68,69,75,82,83,92,93","HR+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+","HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HR+,HER2+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+","[[0.008, 0.704839, 0.287161], [0.0, 0.622257, 0.377743], [0.872, 0.052534, 0.075466], [0.0, 0.422976, 0.577024], [0.002, 0.773813, 0.224187], [0.982, 0.010663, 0.007337], [1.0, 0.0, 0.0], [0.99, 0.005574, 0.004426], [0.006, 0.501341, 0.492659], [0.012, 0.604535, 0.383465], [1.0, 0.0, 0.0], [0.0, 0.710785, 0.289215], [0.738, 0.116447, 0.145553], [1.0, 0.0, 0.0], [0.204, 0.494745, 0.301255], [0.006, 0.413046, 0.580954], [0.0, 0.335291, 0.664709], [0.012, 0.481876, 0.506124], [0.0, 0.380564, 0.619436], [0.0, 0.719682, 0.280318]]",2841.3
en_rf,17,3,1.0,0.854167,0.902778,0.977679,0.773333,0.084722,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.599484, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_1542118_1560766,chr17_1890246_2286311,chr17_42161364_42873571","chr19_20422576_20493401,chr16_68838368_69397102,chr12_67337260_132389367,chr12_36739877_67332062,chr1_17030134_22668805,chr14_105602756_105630089,chr16_15039224_33875313,chr5_96637773_180644810,chr22_37717564_49509094,chr16_68710277_68751390,chr15_22163893_32511475,chr22_37683612_37705310,chr6_32766023_91964331,chr2_131945577_132196569,chr23_3229_45135,chr6_30021894_32519935,chr17_403833_446414,chr6_32732764_32738443,chr17_20569693_20596699,chr15_18657388_18683110,chr1_149369522_149394958,chr23_92209094_152935130,chr15_739595_18454050,chr15_53166_592121,chr15_32523241_32594902,chr19_8246_232080,chr11_89400624_134432265,chr5_763494_878290,chr7_140213_38060725,chr5_916822_21966989,chr5_21979223_32203336,chr5_32209048_45938397,chr6_92035339_170943103,chr5_49619946_68850823,chr5_69274433_96603723,chr6_32634044_32728487,chr6_5839_154410,chr6_204528_634345,chr6_655129_1435871,chr6_32605300_32629848,chr6_32586131_32600962,chr6_1436117_1512043,chr6_1535319_30010234,chr7_38065862_61275990,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442,chr10_46396163_135395562",20,54,14,"3,6,16,21,22,27,29,43,47,54,58,59,70,73,74,77,78,79,95,99","Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HER2+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+","Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HER2+","[[0.022, 0.260561, 0.717439], [0.774, 0.0945, 0.1315], [0.004, 0.62425, 0.37175], [0.948, 0.037562, 0.014438], [0.0, 0.506818, 0.493182], [0.038, 0.467042, 0.494958], [0.0, 0.595601, 0.404399], [0.0, 0.356108, 0.643892], [0.774, 0.129003, 0.096997], [0.024, 0.689104, 0.286896], [0.0, 0.300785, 0.699215], [0.004, 0.41092, 0.58508], [1.0, 0.0, 0.0], [0.0, 0.701, 0.299], [0.0, 0.801493, 0.198507], [0.0, 0.583523, 0.416477], [0.0, 0.769154, 0.230846], [0.0, 0.405344, 0.594656], [0.774, 0.145675, 0.080325], [1.0, 0.0, 0.0]]",2836.0
en_rf,17,4,1.0,0.571429,0.714286,0.864469,0.773333,0.094634,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 10}",5,10,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr3_196947293_199383479,chr3_196908262_196937230","chr16_68838368_69397102,chr16_28087_14817706,chr12_36739877_67332062,chr6_32766023_91964331,chr22_24263116_37678070,chr12_67337260_132389367,chr15_18657388_18683110,chr5_96637773_180644810,chr15_22163893_32511475,chr17_60204302_60347930",20,54,14,"1,7,13,18,32,36,37,48,53,56,60,62,66,71,72,76,86,88,90,91","HR+,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+","Triple Neg,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+","[[0.0, 0.268838, 0.731162], [0.99935, 0.000445, 0.000205], [0.99935, 9.3e-05, 0.000557], [0.0, 0.98373, 0.01627], [0.00135, 0.380554, 0.618096], [0.00935, 0.555194, 0.435456], [0.016, 0.465046, 0.518954], [0.016, 0.456576, 0.527424], [0.194, 0.200479, 0.605521], [0.996, 0.001333, 0.002667], [0.996, 0.003693, 0.000307], [0.00135, 0.317571, 0.681079], [0.0, 0.472303, 0.527697], [0.97, 0.029572, 0.000428], [0.0, 0.435538, 0.564462], [0.756, 0.083671, 0.160329], [0.016, 0.261673, 0.722327], [0.0, 0.104057, 0.895943], [0.0, 0.246174, 0.753826], [0.0, 0.542241, 0.457759]]",2828.0
en_rf,17,5,1.0,0.714286,0.809524,0.930403,0.796667,0.180247,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.599484, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_16373516_28182114,chr8_28208003_35676140","chr12_36739877_67332062,chr16_68838368_69397102,chr14_105602756_105630089,chr16_68710277_68751390,chr16_28087_14817706,chr11_89400624_134432265,chr1_199087690_199111062,chr1_149369522_149394958,chr6_32766023_91964331,chr6_32732764_32738443,chr17_41983407_42049540,chr20_29306447_40052114,chr7_141965869_141978333,chr15_22163893_32511475,chr22_37683612_37705310,chr5_49619946_68850823,chr17_77535412_78653545,chr1_193480150_193527058,chr15_18657388_18683110,chr1_17030134_22668805,chr23_3229_45135,chr17_2361350_18868037,chr12_67337260_132389367,chr15_53166_592121,chr14_19268776_19490630,chr6_30021894_32519935,chr15_739595_18454050,chr2_91057159_91321476,chr14_22022060_73047267,chr20_8747_12478772,chr7_140213_38060725,chr6_92035339_170943103,chr5_763494_878290,chr7_38065862_61275990,chr6_5839_154410,chr5_96637773_180644810,chr6_204528_634345,chr6_655129_1435871,chr5_916822_21966989,chr5_21979223_32203336,chr5_32209048_45938397,chr6_32634044_32728487,chr6_32605300_32629848,chr5_69274433_96603723,chr6_1436117_1512043,chr6_32586131_32600962,chr6_1535319_30010234,chr4_191191940_191311992,chr11_7803570_50337734,chr11_5777496_7757329",20,54,14,"14,17,23,25,30,34,41,44,46,49,51,52,55,64,67,81,85,89,94,98","Triple Neg,HER2+,HER2+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+","HR+,HER2+,HER2+,HER2+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg","[[0.0, 0.688, 0.312], [0.78, 0.11792, 0.10208], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.002, 0.53892, 0.45908], [0.008, 0.593216, 0.398784], [0.0, 0.698, 0.302], [0.0, 0.818, 0.182], [0.968, 0.013504, 0.018496], [0.0, 0.34, 0.66], [0.0, 0.93, 0.07], [0.0, 0.748, 0.252], [0.026, 0.381808, 0.592192], [0.0, 0.386, 0.614], [1.0, 0.0, 0.0], [0.002, 0.31936, 0.67864], [0.78, 0.11616, 0.10384], [0.0, 0.404, 0.596], [0.0, 0.194, 0.806], [0.008, 0.460288, 0.531712]]",2798.2
en_rf,18,1,1.0,0.607143,0.738095,0.912393,0.82,0.059067,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 100.0, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624","chr22_37683612_37705310,chr23_3229_45135,chr16_68838368_69397102,chr1_193480150_193527058,chr5_69274433_96603723,chr1_149369522_149394958,chr14_105602756_105630089,chr12_67337260_132389367,chr1_199087690_199111062,chr7_143321677_143391065,chr3_196908262_196937230,chr5_96637773_180644810,chr16_28087_14817706,chr16_68710277_68751390,chr12_9528590_9585156,chr6_32732764_32738443,chr5_49619946_68850823,chr3_75546791_75799957,chr18_4316_76110964,chr17_77535412_78653545,chr16_69763173_88690571,chr1_1676445_1703748,chr16_54390012_68679377,chr12_36739877_67332062,chr6_32766023_91964331,chr11_5742476_5762182,chr8_28208003_35676140,chr1_149579637_149598429,chr16_15039224_33875313,chr16_45058242_54336421,chr6_30021894_32519935,chr15_32523241_32594902,chr16_14956177_14988855,chr1_17030134_22668805,chr19_8246_232080,chr20_29306447_40052114,chr8_39356595_39505256,chr8_7040596_8132139,chr15_22163893_32511475,chr15_53166_592121,chr19_56816785_56859204,chr6_32605300_32629848,chr11_89400624_134432265,chr10_115544_38563575,chr14_22022060_73047267,chr14_105857193_105881279,chr22_37717564_49509094,chr17_77442683_77503685,chr4_69215734_69311985,chr17_2286862_2330659",20,55,13,"7,14,19,21,22,25,26,30,33,36,41,42,45,55,59,68,73,81,84,98","HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HR+","HER2+,HR+,HR+,HER2+,Triple Neg,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+","[[1.0, 0.0, 0.0], [0.0, 0.548, 0.452], [0.004, 0.90636, 0.08964], [0.992, 0.006352, 0.001648], [0.0, 0.484, 0.516], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 0.598, 0.402], [1.0, 0.0, 0.0], [0.008, 0.398784, 0.593216], [0.018, 0.612768, 0.369232], [0.018, 0.655976, 0.326024], [0.004, 0.659352, 0.336648], [0.006, 0.371756, 0.622244], [0.006, 0.383684, 0.610316], [1.0, 0.0, 0.0], [0.0, 0.94, 0.06], [0.0, 0.376, 0.624], [0.99, 0.00364, 0.00636], [0.014, 0.550188, 0.435812]]",2843.6
en_rf,18,2,1.0,0.535714,0.690476,0.888431,0.816667,0.091287,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 5}",5,5,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_77442683_77503685","chr12_36739877_67332062,chr11_89400624_134432265,chr16_68838368_69397102,chr5_96637773_180644810,chr15_22163893_32511475",20,55,13,"0,1,2,4,12,24,31,38,39,43,47,53,64,67,87,91,92,93,96,99","HER2+,HR+,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+","HER2+,HR+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,HER2+","[[1.0, 0.0, 0.0], [0.0, 0.535989, 0.464011], [0.052, 0.347789, 0.600211], [0.102, 0.786662, 0.111338], [1.0, 0.0, 0.0], [0.0, 0.876016, 0.123984], [0.974, 0.014554, 0.011446], [0.0, 0.261545, 0.738455], [0.958, 0.015546, 0.026454], [0.0, 0.535989, 0.464011], [0.99, 0.006624, 0.003376], [0.206, 0.346082, 0.447918], [0.004, 0.48266, 0.51334], [0.996, 0.002863, 0.001137], [0.0, 0.504524, 0.495476], [0.0, 0.370153, 0.629847], [0.0, 0.316237, 0.683763], [0.0, 0.697453, 0.302547], [0.0, 0.876016, 0.123984], [1.0, 0.0, 0.0]]",2823.7
en_rf,18,3,1.0,0.8125,0.875,0.937004,0.72,0.161727,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 10}",5,10,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_41983407_42049540","chr16_68838368_69397102,chr12_36739877_67332062,chr15_18657388_18683110,chr5_69274433_96603723,chr12_67337260_132389367,chr5_96637773_180644810,chr15_22163893_32511475,chr16_15039224_33875313,chr1_149369522_149394958,chr22_37717564_49509094",20,54,14,"15,16,27,28,29,34,40,52,57,58,66,70,71,72,74,76,80,88,94,95","Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+","Triple Neg,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+","[[0.04, 0.433078, 0.526922], [0.016, 0.890484, 0.093516], [0.04, 0.287593, 0.672407], [0.896, 0.050529, 0.053471], [0.0, 0.954, 0.046], [0.016, 0.31212, 0.67188], [0.0, 0.426, 0.574], [0.0, 0.610007, 0.389993], [0.988, 0.00496, 0.00704], [0.0, 0.412, 0.588], [0.0, 0.955523, 0.044477], [0.988, 0.002241, 0.009759], [0.892, 0.08704, 0.02096], [0.148, 0.262886, 0.589114], [0.0, 0.970963, 0.029037], [0.98, 0.012498, 0.007502], [0.056, 0.073632, 0.870368], [0.0, 0.027397, 0.972603], [0.0, 0.465806, 0.534194], [0.984, 0.015288, 0.000712]]",2823.6
en_rf,18,4,1.0,0.714286,0.809524,0.959707,0.836667,0.1335,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 10}",5,10,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr17_1542118_1560766","chr12_36739877_67332062,chr16_68838368_69397102,chr15_22163893_32511475,chr16_28087_14817706,chr5_69274433_96603723,chr6_32732764_32738443,chr1_17030134_22668805,chr22_24263116_37678070,chr15_53166_592121,chr15_18657388_18683110",20,54,14,"3,5,6,8,9,10,11,13,18,23,35,37,44,49,50,54,79,82,85,86","Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+","Triple Neg,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg","[[0.038, 0.056687, 0.905313], [0.01, 0.954823, 0.035177], [0.992, 0.003168, 0.004832], [0.0, 0.646009, 0.353991], [0.782, 0.076736, 0.141264], [0.002, 0.996004, 0.001996], [0.002, 0.40918, 0.58882], [1.0, 0.0, 0.0], [0.0, 0.938, 0.062], [1.0, 0.0, 0.0], [0.0, 0.848292, 0.151708], [0.052, 0.786144, 0.161856], [0.0, 0.912987, 0.087013], [0.0, 0.562292, 0.437708], [0.942, 0.03666, 0.02134], [0.006, 0.986336, 0.007664], [0.0, 0.202, 0.798], [0.0, 0.154, 0.846], [0.878, 0.0854, 0.0366], [0.052, 0.140024, 0.807976]]",2862.4
en_rf,18,5,1.0,0.642857,0.761905,0.875458,0.756667,0.073485,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 5, ""selector__C"": 7.74264, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr5_69274433_96603723,chr17_1542118_1560766","chr16_68838368_69397102,chr1_149369522_149394958,chr1_17030134_22668805,chr16_68710277_68751390,chr19_20422576_20493401,chr22_15433500_22665928,chr12_67337260_132389367,chr23_3229_45135,chr20_8747_12478772,chr15_32523241_32594902,chr20_29306447_40052114,chr6_32732764_32738443,chr12_36739877_67332062,chr16_28087_14817706,chr22_24263116_37678070,chr14_105602756_105630089,chr16_45058242_54336421,chr16_15039224_33875313,chr15_18657388_18683110,chr6_32766023_91964331,chr1_199087690_199111062,chr8_35694285_39333915,chr23_90837054_91203848,chr18_4316_76110964,chr19_56816785_56859204,chr17_403833_446414,chr19_3363749_20383210,chr8_166452_6907624,chr17_41527705_41706870,chr11_89400624_134432265,chr1_2870100_2901629,chr20_40075620_62379059,chr19_32545047_34430432,chr3_75546791_75799957,chr14_19268776_19490630,chr4_93240865_190844427,chr23_92209094_152935130,chr16_54390012_68679377,chr23_91365063_92103804,chr17_21627596_22142513,chr3_163997236_164023510,chr15_739595_18454050,chr17_2361350_18868037,chr15_18722595_20060061,chr14_18149473_19216369,chr12_11404653_11430887,chr16_54354643_54379834,chr12_36160215_36244407,chr13_18194527_18354969,chr5_49619946_68850823",20,54,14,"17,20,32,46,48,51,56,60,61,62,63,65,69,75,77,78,83,89,90,97","HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HR+","HER2+,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HER2+,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,Triple Neg","[[0.99, 0.006233, 0.003767], [0.084, 0.417203, 0.498797], [0.016, 0.614111, 0.369889], [0.99, 0.003638, 0.006362], [0.002, 0.697658, 0.300342], [0.0, 0.740975, 0.259025], [0.984, 0.0049, 0.0111], [0.912, 0.05595, 0.03205], [0.0, 0.544489, 0.455511], [0.128, 0.542678, 0.329322], [0.836, 0.062087, 0.101913], [0.99, 0.004654, 0.005346], [0.012, 0.596284, 0.391716], [0.084, 0.352409, 0.563591], [0.0, 0.482188, 0.517812], [0.004, 0.804316, 0.191684], [0.046, 0.45791, 0.49609], [0.032, 0.604273, 0.363727], [0.002, 0.400216, 0.597784], [0.0, 0.383695, 0.616305]]",2860.2
en_rf,19,1,1.0,0.619048,0.746032,0.923687,0.823333,0.086023,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 2.15443, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr3_196908262_196937230","chr1_149369522_149394958,chr6_32766023_91964331,chr12_36739877_67332062,chr16_15039224_33875313,chr15_22163893_32511475,chr16_68710277_68751390,chr1_149579637_149598429,chr15_18657388_18683110,chr22_37717564_49509094,chr11_89400624_134432265,chr16_28087_14817706,chr16_68838368_69397102,chr20_8747_12478772,chr19_20422576_20493401,chr17_20569693_20596699,chr23_90837054_91203848,chr2_8972669_89953713,chr15_20307869_21982746,chr12_67337260_132389367,chr22_24263116_37678070,chr22_37683612_37705310,chr5_69274433_96603723,chr22_15433500_22665928,chr6_30021894_32519935,chr15_53166_592121,chr6_1535319_30010234,chr15_32523241_32594902,chr1_3149648_3157982,chr6_32732764_32738443,chr7_143321677_143391065,chr1_193480150_193527058,chr2_91057159_91321476,chr19_56816785_56859204,chr14_18149473_19216369,chr5_96637773_180644810,chr17_41527705_41706870,chr15_18722595_20060061,chr21_13334960_13435755,chr14_105654998_105839439,chr17_2361350_18868037,chr17_22399576_27351012,chr14_105602756_105630089,chr11_5777496_7757329,chr12_11466807_34647417,chr19_3363749_20383210,chr14_22022060_73047267,chr15_739595_18454050,chr16_54354643_54379834,chr5_49619946_68850823,chr6_32605300_32629848",20,55,13,"2,3,6,9,10,23,27,33,35,37,40,44,57,58,60,80,84,89,93,97","HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+","Triple Neg,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg","[[0.022, 0.320784, 0.657216], [0.038, 0.0962, 0.8658], [0.99, 0.00474, 0.00526], [0.762, 0.09758, 0.14042], [0.0, 0.978, 0.022], [1.0, 0.0, 0.0], [0.04, 0.59712, 0.36288], [1.0, 0.0, 0.0], [0.0, 0.486, 0.514], [0.02, 0.60956, 0.37044], [0.016, 0.499872, 0.484128], [0.0, 0.828, 0.172], [1.0, 0.0, 0.0], [0.0, 0.268, 0.732], [0.962, 0.022116, 0.015884], [0.0, 0.13, 0.87], [0.98, 0.0082, 0.0118], [0.0, 0.424, 0.576], [0.0, 0.898, 0.102], [0.0, 0.388, 0.612]]",2779.4
