pipeline,repeat,outer_fold,balanced_accuracy,auroc_macro,best_inner_score,best_params,n_features_selected,selected_features,y_true,y_pred,fold_seconds
kw_rf,25,2,0.801587,0.93956,0.833333,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_35444422_40926154,chr12_36739877_67332062,chr5_69274433_96603723,chr3_95043863_126884366,chr12_67337260_132389367,chr17_1890246_2286311,chr17_1542118_1560766,chr5_49619946_68850823,chr17_2361350_18868037,chr3_196908262_196937230,chr8_63810_90816,chr3_193476462_196656506,chr15_22163893_32511475,chr17_1718892_1845756,chr17_10999_390571,chr8_166452_6907624,chr5_96637773_180644810,chr17_1008443_1536140,chr17_465054_974692,chr17_1562322_1703117,chr22_37717564_49509094,chr17_403833_446414,chr22_24263116_37678070,chr11_89400624_134432265,chr3_164112881_193467200,chr3_127015333_163987465,chr8_16373516_28182114,chr16_68710277_68751390,chr17_41983407_42049540,chr17_1703729_1713758,chr3_196947293_199383479,chr6_32732764_32738443,chr17_984101_1003742,chr17_77442683_77503685,chr16_68838368_69397102,chr6_92035339_170943103,chr8_8148437_12448374,chr22_22725750_24228038,chr8_12511855_16315130,chr2_131945577_132196569,chr17_2333732_2343255,chr17_77535412_78653545,chr11_55225136_56294614,chr15_739595_18454050,chr15_18657388_18683110,chr17_27463558_35067992,chr17_451258_461603,chr6_30021894_32519935,chr4_190887518_191165971,chr15_53166_592121,chr8_28208003_35676140,chr1_120313797_120737345,chr22_37683612_37705310,chr15_32523241_32594902,chr16_28087_14817706,chr17_22399576_27351012,chr3_75845446_90391698,chr22_15433500_22665928,chr7_143321677_143391065,chr2_91057159_91321476,chr18_4316_76110964,chr6_32634044_32728487,chr15_20307869_21982746,chr2_132974227_231853847,chr16_69417987_69744010,chr3_515536_574415,chr9_110114139_138397892,chr3_586636_75535753,chr21_9896630_10198129,chr7_143526118_158617983,chr9_42913008_110081531,chr6_32766023_91964331","Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg","Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,Triple Neg",102.0
kw_rf,25,3,0.777778,0.924603,0.851111,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 5, ""selector__k"": 20}",20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr12_36739877_67332062,chr5_69274433_96603723,chr16_68838368_69397102,chr6_92035339_170943103,chr16_28087_14817706,chr5_96637773_180644810,chr17_1542118_1560766,chr8_166452_6907624,chr12_67337260_132389367,chr17_77442683_77503685,chr16_69763173_88690571,chr17_403833_446414,chr17_1890246_2286311,chr16_54390012_68679377,chr22_24263116_37678070,chr8_16373516_28182114,chr3_196908262_196937230","HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+","HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+",101.7
kw_rf,25,4,0.809524,0.937729,0.808889,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 100}",100,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_984101_1003742,chr17_2361350_18868037,chr17_1008443_1536140,chr17_465054_974692,chr17_1890246_2286311,chr17_1718892_1845756,chr17_1562322_1703117,chr5_69274433_96603723,chr22_24263116_37678070,chr3_193476462_196656506,chr22_37717564_49509094,chr3_196908262_196937230,chr6_92035339_170943103,chr8_63810_90816,chr17_1703729_1713758,chr6_30021894_32519935,chr17_451258_461603,chr3_196947293_199383479,chr22_15433500_22665928,chr17_10999_390571,chr17_403833_446414,chr8_16373516_28182114,chr16_28087_14817706,chr16_68838368_69397102,chr8_166452_6907624,chr22_22725750_24228038,chr17_77535412_78653545,chr17_35444422_40926154,chr12_67337260_132389367,chr5_763494_878290,chr3_164112881_193467200,chr16_69763173_88690571,chr17_41983407_42049540,chr6_1535319_30010234,chr5_49619946_68850823,chr11_89400624_134432265,chr5_96637773_180644810,chr16_68710277_68751390,chr12_36739877_67332062,chr16_54390012_68679377,chr1_149369522_149394958,chr19_20552279_24157855,chr17_77442683_77503685,chr8_12511855_16315130,chr15_739595_18454050,chr7_61474815_141189966,chr23_96116_214107,chr2_8972669_89953713,chr15_18657388_18683110,chr19_20422576_20493401,chr19_3363749_20383210,chr17_20618474_21442476,chr22_37683612_37705310,chr1_3149648_3157982,chr14_105654998_105839439,chr6_32766023_91964331,chr8_28208003_35676140,chr16_69417987_69744010,chr3_127015333_163987465,chr15_22163893_32511475,chr3_95043863_126884366,chr15_32523241_32594902,chr18_4316_76110964,chr3_586636_75535753,chr1_16551324_16997273,chr11_51244499_55118214,chr7_141214728_141245219,chr16_15039224_33875313,chr17_2333732_2343255,chr20_8747_12478772,chr17_19083766_20521986,chr21_13334960_13435755,chr7_141965869_141978333,chr2_91057159_91321476,chr1_120313797_120737345,chr3_39066_478718,chr11_68972488_70505018,chr17_43036086_60196060,chr3_515536_574415,chr2_91494116_130410215,chr20_40075620_62379059,chr2_131792734_131931782,chr11_5777496_7757329,chr8_8148437_12448374,chr4_5224_49422736,chr8_39535655_43515874,chr4_190887518_191165971,chr2_131945577_132196569,chr6_204528_634345,chr11_182372_5733442,chr11_68740184_68943548,chr17_22399576_27351012,chr3_75845446_90391698,chr1_2903052_3112977,chr2_130427665_130453073,chr19_34467144_56795493","HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HR+","HER2+,HER2+,HR+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,Triple Neg",102.1
kw_rf,25,5,0.809524,0.912088,0.851111,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 20}",20,"chr17_35076296_35282086,chr5_69274433_96603723,chr5_96637773_180644810,chr6_92035339_170943103,chr17_41011530_41494331,chr15_18657388_18683110,chr4_190887518_191165971,chr3_196908262_196937230,chr12_67337260_132389367,chr17_42161364_42873571,chr17_1542118_1560766,chr15_739595_18454050,chr17_1703729_1713758,chr12_36739877_67332062,chr6_1535319_30010234,chr16_68710277_68751390,chr8_166452_6907624,chr16_68838368_69397102,chr15_53166_592121,chr15_22163893_32511475","HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+","HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HER2+",101.8
kw_rf,26,1,0.84127,0.943223,0.773333,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr12_67337260_132389367,chr12_36739877_67332062,chr17_77442683_77503685,chr5_96637773_180644810,chr5_69274433_96603723,chr17_1542118_1560766,chr15_22163893_32511475,chr5_49619946_68850823,chr15_32523241_32594902,chr17_1890246_2286311,chr16_68838368_69397102,chr3_75845446_90391698,chr3_196908262_196937230,chr15_739595_18454050,chr16_28087_14817706,chr3_586636_75535753,chr17_35444422_40926154,chr3_196947293_199383479,chr17_1718892_1845756,chr17_1703729_1713758,chr8_166452_6907624,chr17_2361350_18868037,chr17_465054_974692,chr17_1562322_1703117,chr17_1008443_1536140,chr6_92035339_170943103,chr17_984101_1003742,chr8_16373516_28182114,chr5_763494_878290,chr17_77535412_78653545,chr17_403833_446414,chr3_95043863_126884366,chr3_193476462_196656506,chr6_30021894_32519935,chr3_75546791_75799957,chr15_18657388_18683110,chr17_10999_390571,chr16_68710277_68751390,chr8_63810_90816,chr3_127015333_163987465,chr16_69763173_88690571,chr16_69417987_69744010,chr8_12511855_16315130,chr17_2333732_2343255,chr14_105654998_105839439,chr6_1535319_30010234,chr15_20307869_21982746","HER2+,HR+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg","HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg",101.7
kw_rf,26,2,0.896825,0.969475,0.791111,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr6_92035339_170943103,chr8_166452_6907624,chr17_35444422_40926154,chr22_24263116_37678070,chr5_96637773_180644810,chr17_984101_1003742,chr16_68838368_69397102,chr11_89400624_134432265,chr17_1890246_2286311,chr16_28087_14817706,chr17_41983407_42049540,chr3_196908262_196937230,chr15_18657388_18683110,chr17_2361350_18868037,chr16_68710277_68751390,chr17_1703729_1713758,chr17_77442683_77503685,chr8_63810_90816,chr22_37717564_49509094,chr17_77535412_78653545,chr17_1718892_1845756,chr8_39535655_43515874,chr12_67337260_132389367,chr16_69763173_88690571,chr5_69274433_96603723,chr17_403833_446414,chr12_36739877_67332062,chr17_465054_974692,chr17_1008443_1536140,chr17_1562322_1703117,chr3_193476462_196656506,chr8_16373516_28182114,chr17_10999_390571,chr8_8148437_12448374,chr3_164112881_193467200,chr5_763494_878290,chr22_22725750_24228038,chr16_54390012_68679377,chr17_43036086_60196060,chr15_22163893_32511475,chr15_739595_18454050,chr1_120313797_120737345,chr17_451258_461603,chr18_4316_76110964,chr22_37683612_37705310,chr6_32732764_32738443,chr8_12511855_16315130,chr3_127015333_163987465,chr3_95043863_126884366,chr16_69417987_69744010,chr6_32766023_91964331,chr22_15433500_22665928,chr6_30021894_32519935,chr1_149369522_149394958,chr9_110114139_138397892,chr21_9896630_10198129,chr8_28208003_35676140,chr4_5224_49422736,chr17_27463558_35067992,chr16_15039224_33875313,chr15_32523241_32594902,chr23_3229_45135,chr6_1535319_30010234,chr5_49619946_68850823,chr2_131945577_132196569,chr2_91057159_91321476,chr4_190887518_191165971,chr20_8747_12478772,chr17_60204302_60347930,chr17_22399576_27351012,chr19_32545047_34430432","HR+,HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,Triple Neg","Triple Neg,HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,Triple Neg",102.0
kw_rf,26,3,0.638889,0.858631,0.86,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr5_69274433_96603723,chr17_41983407_42049540,chr5_96637773_180644810,chr5_49619946_68850823,chr12_67337260_132389367,chr17_1890246_2286311,chr8_166452_6907624,chr4_190887518_191165971,chr17_1542118_1560766,chr17_2361350_18868037,chr3_193476462_196656506,chr22_24263116_37678070,chr17_1008443_1536140,chr17_465054_974692,chr22_37683612_37705310,chr17_1718892_1845756,chr17_1562322_1703117,chr17_20618474_21442476,chr1_17030134_22668805,chr8_16373516_28182114,chr3_164112881_193467200,chr8_28208003_35676140,chr16_68838368_69397102,chr12_36739877_67332062,chr22_22725750_24228038,chr16_28087_14817706,chr17_2333732_2343255,chr17_1703729_1713758,chr17_10999_390571,chr17_19083766_20521986,chr16_68710277_68751390,chr3_196908262_196937230,chr3_196947293_199383479,chr8_63810_90816,chr4_5224_49422736,chr11_182372_5733442,chr8_12511855_16315130,chr11_5777496_7757329,chr8_8148437_12448374,chr15_22163893_32511475,chr16_15039224_33875313,chr6_92035339_170943103,chr17_984101_1003742,chr15_18657388_18683110,chr6_1535319_30010234,chr17_22399576_27351012,chr1_149369522_149394958","Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,HER2+,HR+,HR+","Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HER2+,HER2+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg",101.5
kw_rf,26,4,0.857143,0.978022,0.786667,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr12_67337260_132389367,chr16_68838368_69397102,chr6_92035339_170943103,chr12_36739877_67332062,chr5_69274433_96603723,chr5_96637773_180644810,chr3_196908262_196937230,chr11_89400624_134432265,chr22_24263116_37678070,chr17_1542118_1560766,chr6_32732764_32738443,chr16_69417987_69744010,chr15_22163893_32511475,chr1_72489681_72620747,chr8_63810_90816,chr8_166452_6907624,chr22_37717564_49509094,chr17_403833_446414,chr22_22725750_24228038,chr8_16373516_28182114,chr18_4316_76110964,chr16_68710277_68751390,chr6_1535319_30010234,chr5_49619946_68850823,chr3_193476462_196656506,chr3_164112881_193467200,chr15_18657388_18683110,chr15_20307869_21982746,chr17_1890246_2286311,chr17_77535412_78653545,chr17_77442683_77503685,chr4_190887518_191165971,chr21_13334960_13435755,chr17_22399576_27351012,chr16_54390012_68679377,chr16_69763173_88690571,chr9_110114139_138397892,chr23_96116_214107,chr2_131945577_132196569,chr5_763494_878290,chr6_32766023_91964331,chr1_149369522_149394958,chr6_5839_154410,chr6_30021894_32519935,chr22_37683612_37705310,chr17_984101_1003742,chr22_15433500_22665928,chr21_9896630_10198129,chr20_40075620_62379059,chr17_1703729_1713758,chr23_91234699_91344716,chr17_10999_390571,chr15_32523241_32594902,chr17_35444422_40926154,chr3_196947293_199383479,chr17_41983407_42049540,chr8_12511855_16315130,chr15_739595_18454050,chr17_1718892_1845756,chr10_42150759_46371243,chr16_28087_14817706,chr17_1008443_1536140,chr17_465054_974692,chr17_1562322_1703117,chr17_2361350_18868037,chr8_28208003_35676140,chr3_586636_75535753,chr16_45058242_54336421,chr23_26537079_26627128,chr10_115544_38563575,chr8_39535655_43515874,chr3_164038925_164101784","Triple Neg,HER2+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HER2+","HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+",101.9
kw_rf,26,5,0.761905,0.879121,0.833333,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 20}",20,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr5_69274433_96603723,chr3_196908262_196937230,chr3_164112881_193467200,chr22_24263116_37678070,chr3_193476462_196656506,chr17_1542118_1560766,chr6_92035339_170943103,chr22_37717564_49509094,chr6_30021894_32519935,chr3_196947293_199383479,chr6_32766023_91964331,chr16_68710277_68751390,chr12_36739877_67332062,chr16_28087_14817706,chr8_166452_6907624,chr3_127015333_163987465,chr17_984101_1003742","HER2+,HER2+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HR+","HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HR+",101.7
kw_rf,27,1,0.738095,0.831807,0.862222,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 20}",20,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr16_68710277_68751390,chr17_1542118_1560766,chr5_69274433_96603723,chr17_984101_1003742,chr17_1890246_2286311,chr17_465054_974692,chr17_1718892_1845756,chr17_1562322_1703117,chr17_1008443_1536140,chr12_36739877_67332062,chr12_67337260_132389367,chr5_96637773_180644810,chr22_24263116_37678070,chr17_2361350_18868037,chr6_92035339_170943103,chr5_49619946_68850823,chr16_68838368_69397102","HR+,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+","Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+",100.5
kw_rf,27,2,0.849206,0.965812,0.768889,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 30}",30,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr5_69274433_96603723,chr5_96637773_180644810,chr4_190887518_191165971,chr12_36739877_67332062,chr8_166452_6907624,chr17_1542118_1560766,chr8_16373516_28182114,chr15_22163893_32511475,chr8_28208003_35676140,chr12_67337260_132389367,chr3_196908262_196937230,chr15_18657388_18683110,chr15_32523241_32594902,chr15_739595_18454050,chr5_49619946_68850823,chr17_35444422_40926154,chr8_12511855_16315130,chr6_92035339_170943103,chr22_24263116_37678070,chr15_20307869_21982746,chr17_1890246_2286311,chr8_63810_90816,chr17_1703729_1713758,chr17_77442683_77503685,chr3_193476462_196656506,chr17_41983407_42049540,chr4_191191940_191311992","HER2+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+","HER2+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+",101.7
kw_rf,27,3,0.888889,0.93998,0.76,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__k"": 100}",100,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr16_68838368_69397102,chr17_1542118_1560766,chr16_69763173_88690571,chr6_32766023_91964331,chr6_32732764_32738443,chr17_10999_390571,chr6_92035339_170943103,chr17_403833_446414,chr17_1890246_2286311,chr17_984101_1003742,chr3_196947293_199383479,chr17_77535412_78653545,chr22_24263116_37678070,chr16_54390012_68679377,chr3_196908262_196937230,chr6_30021894_32519935,chr17_35444422_40926154,chr16_68710277_68751390,chr17_1718892_1845756,chr17_41983407_42049540,chr12_67337260_132389367,chr17_465054_974692,chr17_1008443_1536140,chr3_95043863_126884366,chr17_1562322_1703117,chr17_2361350_18868037,chr16_28087_14817706,chr22_22725750_24228038,chr17_1703729_1713758,chr6_1535319_30010234,chr17_451258_461603,chr5_69274433_96603723,chr3_193476462_196656506,chr8_39535655_43515874,chr5_96637773_180644810,chr22_37717564_49509094,chr12_36739877_67332062,chr15_32523241_32594902,chr3_164112881_193467200,chr3_127015333_163987465,chr11_89400624_134432265,chr16_69417987_69744010,chr16_45058242_54336421,chr22_15433500_22665928,chr8_166452_6907624,chr15_22163893_32511475,chr21_13660680_14258259,chr2_91494116_130410215,chr18_4316_76110964,chr17_77442683_77503685,chr8_35694285_39333915,chr19_20422576_20493401,chr21_9896630_10198129,chr23_3229_45135,chr5_49619946_68850823,chr10_115544_38563575,chr11_70562838_89296560,chr17_2333732_2343255,chr21_13334960_13435755,chr11_56304321_58626432,chr9_110114139_138397892,chr10_42150759_46371243,chr19_32545047_34430432,chr8_16373516_28182114,chr8_8148437_12448374,chr11_55225136_56294614,chr1_25354765_34166798,chr1_120313797_120737345,chr17_20618474_21442476,chr3_515536_574415,chr1_2903052_3112977,chr2_132974227_231853847,chr16_54354643_54379834,chr1_3149648_3157982,chr1_72489681_72620747,chr8_63810_90816,chr6_5839_154410,chr13_18194527_18354969,chr22_37683612_37705310,chr2_91057159_91321476,chr8_28208003_35676140,chr19_3363749_20383210,chr2_131945577_132196569,chr2_130427665_130453073,chr5_763494_878290,chr8_12511855_16315130,chr19_20552279_24157855,chr7_141214728_141245219,chr3_586636_75535753,chr1_22674759_25318800,chr17_43036086_60196060,chr23_52844235_66511655,chr3_75845446_90391698,chr1_149369522_149394958,chr1_149403519_149573806,chr17_19083766_20521986,chr4_5224_49422736","HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+","HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HR+,HER2+",100.6
kw_rf,27,4,0.666667,0.840659,0.822222,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr8_166452_6907624,chr8_63810_90816,chr17_42161364_42873571,chr16_69417987_69744010,chr3_196908262_196937230,chr8_12511855_16315130,chr3_193476462_196656506,chr17_1890246_2286311,chr5_69274433_96603723,chr17_1542118_1560766,chr5_763494_878290,chr8_16373516_28182114,chr22_37683612_37705310,chr12_67337260_132389367,chr5_96637773_180644810,chr16_68838368_69397102,chr6_92035339_170943103,chr6_30021894_32519935,chr2_8972669_89953713,chr17_1718892_1845756,chr12_36739877_67332062,chr17_465054_974692,chr17_1008443_1536140,chr17_1562322_1703117,chr17_2361350_18868037,chr17_10999_390571,chr3_196947293_199383479,chr16_28087_14817706,chr15_18657388_18683110,chr6_1535319_30010234,chr2_91057159_91321476,chr3_164112881_193467200,chr17_1703729_1713758,chr15_739595_18454050,chr22_24263116_37678070,chr17_984101_1003742,chr16_69763173_88690571,chr8_8148437_12448374,chr22_37717564_49509094,chr5_49619946_68850823,chr15_22163893_32511475,chr16_68710277_68751390,chr22_22725750_24228038,chr17_2333732_2343255,chr23_3229_45135,chr17_35444422_40926154,chr6_32732764_32738443,chr8_28208003_35676140","HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HR+,Triple Neg,HER2+","HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+",100.5
kw_rf,27,5,0.857143,0.941392,0.826667,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__k"": 75}",75,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr5_69274433_96603723,chr5_96637773_180644810,chr3_196908262_196937230,chr5_49619946_68850823,chr6_92035339_170943103,chr22_24263116_37678070,chr15_739595_18454050,chr22_15433500_22665928,chr3_193476462_196656506,chr16_68838368_69397102,chr3_164112881_193467200,chr12_36739877_67332062,chr12_67337260_132389367,chr17_1542118_1560766,chr15_18657388_18683110,chr16_28087_14817706,chr21_9896630_10198129,chr22_37717564_49509094,chr3_196947293_199383479,chr15_22163893_32511475,chr17_1703729_1713758,chr17_77442683_77503685,chr16_54354643_54379834,chr16_68710277_68751390,chr8_166452_6907624,chr22_22725750_24228038,chr3_95043863_126884366,chr11_89400624_134432265,chr3_515536_574415,chr17_77535412_78653545,chr22_37683612_37705310,chr17_41983407_42049540,chr17_22399576_27351012,chr15_53166_592121,chr6_30021894_32519935,chr3_127015333_163987465,chr17_403833_446414,chr23_96116_214107,chr16_54390012_68679377,chr8_63810_90816,chr16_15039224_33875313,chr8_16373516_28182114,chr1_149369522_149394958,chr17_1890246_2286311,chr8_28208003_35676140,chr15_20307869_21982746,chr20_40075620_62379059,chr1_17030134_22668805,chr3_586636_75535753,chr17_2361350_18868037,chr23_3229_45135,chr16_69763173_88690571,chr14_105654998_105839439,chr17_35444422_40926154,chr21_13334960_13435755,chr17_984101_1003742,chr1_16551324_16997273,chr15_32523241_32594902,chr8_8148437_12448374,chr1_22674759_25318800,chr17_20569693_20596699,chr4_5224_49422736,chr16_45058242_54336421,chr17_20618474_21442476,chr8_12511855_16315130,chr6_32766023_91964331,chr9_110114139_138397892,chr17_1718892_1845756,chr1_25354765_34166798,chr3_164038925_164101784,chr7_141965869_141978333,chr6_1535319_30010234","Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HR+","HR+,HER2+,HR+,HER2+,HR+,HER2+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg",100.6
kw_rf,28,1,0.730159,0.888278,0.862222,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 5, ""selector__k"": 50}",50,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr22_24263116_37678070,chr17_1703729_1713758,chr5_69274433_96603723,chr22_22725750_24228038,chr6_92035339_170943103,chr22_37683612_37705310,chr16_68710277_68751390,chr8_166452_6907624,chr17_984101_1003742,chr15_739595_18454050,chr12_67337260_132389367,chr16_68838368_69397102,chr16_28087_14817706,chr17_41983407_42049540,chr22_37717564_49509094,chr17_2361350_18868037,chr6_1535319_30010234,chr17_465054_974692,chr17_1008443_1536140,chr17_1718892_1845756,chr17_1890246_2286311,chr17_1562322_1703117,chr16_69763173_88690571,chr12_36739877_67332062,chr8_63810_90816,chr22_15433500_22665928,chr6_30021894_32519935,chr3_196908262_196937230,chr3_164112881_193467200,chr5_96637773_180644810,chr8_16373516_28182114,chr3_193476462_196656506,chr5_49619946_68850823,chr1_149369522_149394958,chr16_69417987_69744010,chr17_10999_390571,chr3_95043863_126884366,chr20_40075620_62379059,chr1_120313797_120737345,chr1_1676445_1703748,chr8_39535655_43515874,chr2_91057159_91321476,chr17_403833_446414,chr15_53166_592121,chr6_1436117_1512043,chr17_451258_461603","HR+,Triple Neg,HER2+,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+","HR+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,HER2+,HR+,Triple Neg,HR+,HER2+",101.3
